dbname,table_name,alert_seconds,alert_rowcount,alert_event,alert_solution,alert_sample_query,alert_querycount
data_lake,user_subscription,59.30696700,88034918,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703110528,5
,neo4j_user_image_relationship,58.22068600,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698069155,2
dw,asp_base_data_sku_plant,56.68669800,2800112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702900085,14
data_lake,orders_by_date,55.77923700,516110,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702993158,58
,connected_machine_test,55.32272300,482627,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697763829,26
data_lake,int_content_v1_userimagechanged,55.11842100,152075521,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701579144,1
dw,machine_registration,54.61133800,799686,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703317671,17
dw,t_rslocal_localhost@37780517@81334900@,54.42244800,162845343,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703258858,35
dw,t_rslocal_localhost@111615111@81334900@,54.37152400,508499,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702045915,1
dw,t_rslocal_localhost@8318429@81334900@,54.20232400,24289537,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703126774,26
dw,ultv_sub_margin_date,54.01379400,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699060021,2
dw,t_rslocal_localhost@80731705@81334900@,53.34034400,2,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702033618,2
dw,t_rslocal_localhost@14591570@81334900@,52.79085300,473,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701000139,2
data_lake,$workflowstatuslog,52.63783800,4284224,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703037425,28
,t_rslocal_localhost@6267097@80823173@,51.91277100,2659346,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697994062,5
dw,asp_base_data_sku_customer_demand_plan,51.67105100,2800112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702900246,14
dw,onboarding_jv_clone_stage_06,51.64207300,1200048,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703310516,6
dw,onboarding_jv_clone_stage_04,51.60355900,1200048,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701640340,6
dw,t_rslocal_localhost@6253611@80823173@,50.94754300,596534,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698467433,10
data_lake,lips_cdc,50.79932200,544,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703332284,61
dw,t_rslocal_localhost@6253533@80823173@,50.52746200,126894065,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699540054,7
data_lake,collaborator_future,50.37203400,158,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701875831,2
data_lake,subscriptions,50.34946800,3401368,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703317335,19
data_lake,entitlement_cartridge_set_items,50.20714600,2800112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703106176,14
,csoh_v2_combine_data,50.18533600,2424112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698106134,14
data_lake,machine,50.11004500,4284002,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703328044,30
dw,onboarding_jv_clone_stage_28,49.67323000,1200048,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698977148,6
,marketing_communication,49.55511200,1614306,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697973909,2
,t_rslocal_localhost@111613835@80823173@,49.54852000,6558145,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697906726,1
dw,delivery_tracking,48.86134700,23322,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703306578,17
,statsig_exposures,48.85342000,448392,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697662718,4
,dl_ole_db_source_cust_query,48.70790100,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697762265,2
dw,rev_recon_categorized_charge,48.37792400,4803,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699421897,1
,snop_history,48.10818300,12008,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698292628,1
dw,t_rslocal_localhost@111613885@81334900@,47.71425600,35016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702045915,1
dw,ultv_mach_reg,47.11347300,412136,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699058768,3
data_lake,userdevice,46.75556800,600024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698308976,3
,user_image_history_hourly,46.28421500,251590,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697880670,1
dw,machine_serialization,45.96463800,575557,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702789641,17
,rev_recon_categorized_charge,45.55198500,93723405,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697714273,1
data_lake,neo4j_user_aggregate,45.29093300,4800192,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703157646,24
data_lake,rbkp,45.24690100,8,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703357802,6
dw,ultv_reg_mach,45.22826600,412024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699058753,3
,dl_tempglcustomer,44.83695500,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697761969,2
dw,first_user_registered_to_cutting_machines,44.60418100,2884168,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703115182,21
dw,t_rslocal_localhost@91504805@81334900@,43.57802100,466615,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703294103,8
,machine_registration,43.39342100,70077764,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703365899,3
dw,t_rslocal_localhost@24442283@81334900@,43.28978700,96665,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702689461,5
data_lake,esf_customer,43.16276700,62564372,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701601823,1
,outsidecharges,43.07699000,413054,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697899332,4
dw,t_rslocal_localhost@10277545@80823173@,42.83550100,2497,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699118235,7
dev,t_rslocal_localhost@7509501@81334900@,42.80744900,818,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",700347066,1
dw,udm_project_cuts_delta,42.70492900,3296192,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702891556,24
dw,t_rslocal_localhost@6253533@81334900@,42.43523100,1813502,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703291943,7
,forecast,42.35766500,53019864,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698102233,3
dw,t_rslocal_localhost@18809675@81334900@,42.16716900,57607318,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703110938,9
dw,ultv_cut_allocation,41.89032900,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699060067,2
,mv_tbl__statsig_first_exposures_mv__0__tmp,41.44027500,444168,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697663119,4
,user_subscription,41.17450400,1671613,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698231516,14
dw,customer_product,41.13557300,2246372,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703281457,72
data_lake,entitlement_cartridge_set_items,40.97034600,144128180,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702901807,3
dw,mltv_c_user_date_timeline,40.58331900,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699680307,2
data_lake,$workflow_status_log,40.10736100,4284224,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703093846,28
dw,domo_unload_log,39.52849500,273655,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703401183,1333
dw,t_rslocal_localhost@91504805@80823173@,39.43775300,38942250,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698824569,4
data_lake,int_personalization_v0_awsrecommendationsretrieved,39.22369500,92828813,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701579177,1
dw,t_rslocal_localhost@40441050@81334900@,39.03070500,404,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701034268,2
data_lake,payment_methods,38.92503800,3009124,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698435241,16
data_lake,t_rslocal_localhost@52540635@80823173@,38.91508600,2307369,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699497926,4
dw,matillion_task_history,38.88652300,75130434,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699899024,1
dw,t_rslocal_localhost@14591570@80823173@,38.55024800,43,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698808565,1
dw,t_rslocal_localhost@6253611@80823173@,38.10662800,111030429,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698965077,5
dw,t_rslocal_localhost@29791411@80823173@,37.86378100,321026,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699522901,10
data_lake,anlb,37.79335200,104,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703141090,3
dw,t_rslocal_localhost@59036891@81334900@,37.15440900,406776,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702867644,12
dw,mltv_c_machine_base_agg,37.00597000,612032,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699678251,4
,t_rslocal_localhost@111643627@80823173@,36.99178800,33520,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698289811,2
,t_rslocal_localhost@67278725@80823173@,36.99178800,33520,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698289811,2
dw,order_discount,36.91534000,129421,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703123158,6
,user_project_history_hourly,36.81702300,149851,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697880136,1
,t_rslocal_localhost@85257634@80823173@,36.80819800,2077032,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697898025,2
,t_rslocal_localhost@111613883@80823173@,36.80819800,2077032,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697898025,2
,base_data,36.69945000,1106820,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698102474,6
,categorizedcharges,36.64030200,102477624,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697902887,2
dw,t_rslocal_localhost@85257634@80823173@,36.62117600,2077036,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698877327,2
dw,t_rslocal_localhost@111613883@80823173@,36.62117600,2077036,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698877327,2
,project_conversion_fact,36.47857700,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697979025,1
dw,t_rslocal_localhost@70268908@80823173@,36.41981800,688,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699242854,4
data_lake,mv_tbl__int_subscription_v1_status__0,36.27783400,375428573,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702768929,7
dw,ultv_mltv_deliv_base,35.98845100,600024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699058479,3
data_lake,inbound_invoice,35.88290600,7050,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703041957,26
,forward_looking_pl_scenarios,35.25852700,46036434,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697692579,1
dw,t_rslocal_localhost@67204098@81334900@,35.16079000,1570,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703206088,13
dw,t_rslocal_localhost@111614305@81334900@,35.16079000,1570,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703206088,13
,t_rslocal_localhost@40441050@80823173@,34.99678400,320,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698217733,2
,t_rslocal_localhost@52327660@80823173@,34.95943800,26278603,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698244628,1
data_lake,zoom_five_nine_test,34.89390200,28107,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698970578,13
dw,survey_response,34.82265500,391098,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702867537,11
data_lake,mvke,34.67869500,24,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703366671,17
dw,mltv_c_cuts,34.46209000,412720,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699680863,3
,stripe_subscriptions,34.18507400,3200128,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697900673,16
dw,t_rslocal_localhost@111613851@81334900@,33.74442800,508520,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702045915,2
dw,t_rslocal_localhost@24442283@80823173@,33.52090600,23953896,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698350709,2
data_lake,target_week_store_pos,33.32777400,34992288,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701417320,1
dw,onboarding_jv_test_sessions_2022_till_04_new,33.16118000,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701634953,2
data_lake,outbound_invoice,32.77384400,5124,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703041706,27
dw,t_rslocal_localhost@18908393@80823173@,32.72490000,3545589,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698773509,7
dw,content_workflow,32.38328400,55669,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703250750,14
dw,t_rslocal_localhost@32364239@80823173@,32.24037200,1164184,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699572810,25
data_lake,mv_tbl__int_subscription_v1_status__0,32.14649400,4831946,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702768901,147
,awsdms_changesd425a3ea57e6c8d1,32.04270300,35509,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698294520,196
dw,ultv_machine_margin_clean,31.64785600,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699059800,2
dw,mltv_c_subs_base,31.38802200,37989581,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699681372,1
,dl_ole_db_source_doc_query,31.34928700,400016,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697761850,2
,sale_shipment_billing,31.17946500,48,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697912116,1
,t_rslocal_localhost@130431049@81161109@,31.01989800,279907,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697912223,15
dw,t_rslocal_localhost@111618753@81334900@,30.97771400,33768995,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701919460,3
dw,daily_active_users,30.87784600,1869169,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702890989,6
dw,t_rslocal_localhost@6253179@81334900@,30.70158300,20944809,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702180595,2
,t_rslocal_localhost@18809675@80823173@,30.61160800,20554766,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698281021,1
,t_rslocal_localhost@68612592@81110127@,30.44459800,14754416,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,697686377,1
,ad_viewed_no_tac,30.41137900,43,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698253318,3
,vbrk_cdc,30.14845700,3,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698284328,1
,t_rslocal_localhost@47122660@80823173@,30.12350700,455464,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698096669,3
dw,user_daily_metrics_engagement,29.86231700,3232,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703221282,1
dw,t_rslocal_localhost@68612592@81260680@,29.74477600,14756118,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699241972,1
,dl_invoice_list,29.43233500,800032,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698062901,4
dw,t_rslocal_localhost@65511660@80823173@,29.33177600,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699516568,3
,t_rslocal_localhost@7509501@80823173@,29.24620000,19604449,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,697763606,1
data_lake,payment_intents,29.23091000,87062340,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703020020,1
,subs_users,28.68780100,4000160,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698152329,20
dw,t_rslocal_localhost@68612592@81464767@,28.40101900,14758692,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701333625,1
,dtc_pr_adj_all_adjustments,28.33880600,412024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698254277,3
,t_rslocal_localhost@6253611@80823173@,28.29908200,55491156,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698208075,3
,project_master_fact,28.29566100,5317806,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697971144,2
dw,event_dqm_attr_value_level_aggregates,27.96187600,602011,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699086631,4
dw,mltv_c_subs_base,27.90523200,612104,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699681353,4
,push_notifications,27.78190400,158,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697686377,1
data_lake,user_machine,27.66247400,4284000,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703105731,28
data_lake,$glyph_attribute,27.62026000,2800112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703097667,14
,t_rslocal_localhost@24442253@80823173@,27.47286800,87313465,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697747990,1
,marc,27.45984300,117,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698208570,9
dw,inventory_reservation_history,27.29461400,48339,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703388946,10
dw,product,27.27311600,32356334,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701807193,2
dw,t_rslocal_localhost@59036891@80823173@,27.19665800,223979,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699277280,6
dw,ultv_machine_serial,27.07669500,412024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699058045,3
,weekly_active_users,27.05091300,5467980,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697860733,1
,t_rslocal_localhost@6267092@80823173@,26.77459100,40662,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697994062,3
,image_cut_daily,26.71485800,4458,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698191812,2
data_lake,rseg,26.37541900,48,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702023846,12
dw,t_rslocal_localhost@68612592@81542046@,26.28244200,14759509,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702118199,1
,push_notifications,26.27248400,59237822,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697742559,1
dw,t_rslocal_localhost@49539592@81273391@,26.16481000,314916,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699044260,1
dw,t_rslocal_localhost@52327660@80823173@,26.09824500,26278602,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699015079,1
data_lake,sell_out_price,26.05310900,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703269178,688
,average_sales_price,25.83079800,5837784,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698286283,3
dw,t_rslocal_localhost@111619761@81334900@,25.74182400,1908,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703217841,18
data_lake,selligent_interaction,25.64871800,672448,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703108126,56
dw,t_rslocal_localhost@15420507@81334900@,25.64319000,254678,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703126774,20
,asp_sales_data_sku_customer,25.61733700,65512601,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697761527,1
,asp_sales_data_sku_plant,25.61733700,65512601,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697761527,1
,asp_sales_data_sku,25.61733700,65512601,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697761527,1
,asp_sales_data_sku_customer_demand_plan,25.61733700,65512601,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697761527,1
,asp_sales_data_sku_customer_level_6,25.61733700,65512601,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697761527,1
dw,t_rslocal_localhost@46298397@81334900@,25.41432600,10109,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701832028,3
dw,t_rslocal_localhost@68612592@81618858@,25.40820000,14760289,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702829952,1
dw,onboarding_jv_first_30_behaviors_final_tbl_20241022_prod_clone_2_bkp_2025_mar_05,25.31970100,1400056,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703311449,7
,t_rslocal_localhost@6253533@80823173@,25.07565400,58502172,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698039343,3
,categorizedcharges,25.07531000,498348,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697902939,5
dw,t_rslocal_localhost@111617970@81334900@,24.72978400,94580,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703389685,11
dw,t_rslocal_localhost@67280886@81334900@,24.72978400,94580,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703389685,11
data_lake,mseg,24.62923800,24431702,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703017141,3
dw,t_rslocal_localhost@68612592@81391973@,24.19427700,14757823,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,700557971,1
data_lake,a991,23.86719400,438,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702434448,33
dw,monthly_renewals,23.72240400,412024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703334484,3
dw,t_rslocal_localhost@49539592@81334900@,23.53571500,318671,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699677499,1
dw,t_rslocal_localhost@111621013@81334900@,23.36571200,77132,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703388788,16
dw,t_rslocal_localhost@68692830@81334900@,23.36571200,77132,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703388788,16
dw,t_rslocal_localhost@37780517@80823173@,23.36008600,65088738,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699572810,14
data_lake,ekko_cdc,23.18182200,17,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702702859,17
